"LCSC Part#","MPN","Manufacturer","Availability","Minimum","Multiples","Product Detail","Package","Packaging","Diode Configuration","Pd - Power Dissipation","Zener Voltage(Nom)","Reverse Leakage Current (Ir)","Zener Voltage(Range)","Operating Junction Temperature Range","Impedance(Zzt)","Impedance(Zzk)","Tolerance"
"C129730","MMSZ5245BT1G","onsemi","44500","20","20","https://www.lcsc.com/product-detail/C129730.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","15V","100nA@11V","14.25V~15.75V","-55℃~+150℃","16Ω","600Ω",""
"C130241","BZX84C30","JSCJ","2560","20","20","https://www.lcsc.com/product-detail/C130241.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","30V","100nA@21V","28V~32V","-","80Ω","300Ω","-"
"C130244","BZX84C4V3","JSCJ","1760","20","20","https://www.lcsc.com/product-detail/C130244.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","4.3V","3uA@1V","4V~4.6V","-","90Ω","600Ω","-"
"C130247","BZX84C3V3","JSCJ","100","20","20","https://www.lcsc.com/product-detail/C130247.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","3.3V","5uA@1V","3.1V~3.5V","-","95Ω","600Ω","-"
"C130255","BZX84C16","JSCJ","2060","20","20","https://www.lcsc.com/product-detail/C130255.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","16V","100nA@11.2V","15.3V~17.1V","-","40Ω","200Ω","-"
"C131829","LBZX84C3V0LT1G","LRC","2780","20","20","https://www.lcsc.com/product-detail/C131829.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","3V","10uA","2.8V~3.2V","-55℃~+150℃","95Ω","500Ω","-"
"C131830","LBZX84C30LT1G","LRC","4550","50","50","https://www.lcsc.com/product-detail/C131830.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","30V","50nA","28V~32V","-55℃~+150℃","80Ω","50Ω","-"
"C131831","LBZX84C2V7LT1G","LRC","3020","20","20","https://www.lcsc.com/product-detail/C131831.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","2.7V","20uA","2.5V~2.9V","-55℃~+150℃","100Ω","600Ω","-"
"C131832","LBZX84C2V4LT1G","LRC","1970","10","10","https://www.lcsc.com/product-detail/C131832.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","2.4V","50nA","2.2V~2.6V","-55℃~+150℃","100Ω","50Ω","-"
"C131833","LBZX84C27LT1G","LRC","50","50","50","https://www.lcsc.com/product-detail/C131833.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","27V","50nA","25.1V~28.9V","-55℃~+150℃","80Ω","150Ω","-"
"C131834","LBZX84C24LT1G","LRC","100","50","50","https://www.lcsc.com/product-detail/C131834.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","24V","100nA@1V","22.8V~25.6V","-55℃~+150℃","70Ω","450Ω","-"
"C131835","LBZX84C22LT1G","LRC","2800","50","50","https://www.lcsc.com/product-detail/C131835.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","22V","100nA@2V","20.8V~23.3V","-55℃~+150℃","55Ω","200Ω","-"
"C142579","MMSZ5245C-E3-08","VISHAY","4805","5","5","https://www.lcsc.com/product-detail/C142579.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","15V","100nA","","-55℃~+150℃","16Ω","",""
"C143755","BZX84C5V1-E3-08","VISHAY","2675","5","5","https://www.lcsc.com/product-detail/C143755.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","5.1V","2uA@2V","4.85V~5.36V","","60Ω","480Ω",""
"C145097","MMSZ5226BS-7-F","DIODES","3500","20","20","https://www.lcsc.com/product-detail/C145097.html","SOD-323","Tape & Reel (TR)","1 Independent","200mW","3.3V","25uA@1V","3.14V~3.47V","-65℃~+150℃","28Ω","1.6kΩ",""
"C145506","MMSZ5233BT1G","onsemi","7920","10","10","https://www.lcsc.com/product-detail/C145506.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","6V","5uA@3.5V","5.7V~6.3V","-55℃~+150℃","7Ω","1.6kΩ",""
"C145554","SZBZX84C16LT1G","onsemi","60","5","5","https://www.lcsc.com/product-detail/C145554.html","SOT-23","Tape & Reel (TR)","1 Independent","250mW","16V","50nA@11.2V","15.3V~17.1V","-65℃~+150℃","40Ω","",""
"C148101","BZX84C5V6","JSCJ","16420","20","20","https://www.lcsc.com/product-detail/C148101.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","5.6V","1uA","5.2V~6V","-","40Ω","400Ω","-"
"C148110","BZX84C8V2","JSCJ","10020","20","20","https://www.lcsc.com/product-detail/C148110.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","8.2V","700nA","7.7V~8.7V","-","15Ω","80Ω","-"
"C150078","MMSZ5222BT1G","onsemi","1690","10","10","https://www.lcsc.com/product-detail/C150078.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","2.5V","100uA@1V","2.38V~2.63V","-55℃~+150℃","30Ω","1.25kΩ","±5%"
"C150760","MMSZ5236B-7-F","DIODES","83760","10","10","https://www.lcsc.com/product-detail/C150760.html","SOD-123","Tape & Reel (TR)","1 Independent","370mW","7.5V","3uA@6V","7.13V~7.88V","-65℃~+150℃","6Ω","500Ω",""
"C151000","MMSZ5223BS-7-F","DIODES","240","20","20","https://www.lcsc.com/product-detail/C151000.html","SOD-323","Tape & Reel (TR)","1 Independent","200mW","2.7V","75uA@1V","2.57V~2.84V","-65℃~+150℃","30Ω","1.3kΩ",""
"C151048","BZX84C6V8-7-F","DIODES","54","2","2","https://www.lcsc.com/product-detail/C151048.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","6.8V","2uA@4V","6.4V~7.2V","-65℃~+150℃","15Ω","80Ω","-"
"C151060","MMSZ5240B-7-F","DIODES","40900","20","20","https://www.lcsc.com/product-detail/C151060.html","SOD-123","Tape & Reel (TR)","1 Independent","370mW","10V","3uA@8V","9.5V~10.5V","-65℃~+150℃","17Ω","600Ω",""
"C151381","MMSZ5233B-7-F","DIODES","400","10","10","https://www.lcsc.com/product-detail/C151381.html","SOD-123","Tape & Reel (TR)","1 Independent","370mW","6V","5uA@3.5V","5.7V~6.3V","-65℃~+150℃","7Ω","1.6kΩ",""
"C151433","MMSZ5257B-7-F","DIODES","240","20","20","https://www.lcsc.com/product-detail/C151433.html","SOD-123","Tape & Reel (TR)","1 Independent","370mW","33V","100nA@25V","31.35V~34.65V","-65℃~+150℃","58Ω","700Ω",""
"C151434","MMSZ5256B-7-F","DIODES","2660","20","20","https://www.lcsc.com/product-detail/C151434.html","SOD-123","Tape & Reel (TR)","1 Independent","370mW","30V","100nA","28.5V~31.5V","-65℃~+150℃","49Ω","600Ω",""
"C151435","MMSZ5230B-7-F","DIODES","3300","50","50","https://www.lcsc.com/product-detail/C151435.html","SOD-123","Tape & Reel (TR)","1 Independent","370mW","4.7V","5uA","4.47V~4.91V","-65℃~+150℃","19Ω","1.9kΩ",""
"C151457","MMSZ5242BS-7-F","DIODES","1260","20","20","https://www.lcsc.com/product-detail/C151457.html","SOD-323","Tape & Reel (TR)","1 Independent","200mW","12V","1uA@9.1V","11.4V~12.6V","","30Ω","600Ω",""
"C151590","BZX84C18-7-F","DIODES","3360","20","20","https://www.lcsc.com/product-detail/C151590.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","18V","100nA","16.8V~19.1V","-65℃~+150℃","45Ω","225Ω","-"
"C151632","BZX84C30-7-F","DIODES","20","20","20","https://www.lcsc.com/product-detail/C151632.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","30V","100nA@21V","28V~32V","-65℃~+150℃","80Ω","300Ω","-"
"C151819","MMSZ5246BS-7-F","DIODES","27200","10","10","https://www.lcsc.com/product-detail/C151819.html","SOD-323","Tape & Reel (TR)","1 Independent","200mW","16V","100nA","15.2V~16.8V","-65℃~+150℃","17Ω","600Ω",""
"C152532","BZX84C4V3LT1G","onsemi","4690","10","10","https://www.lcsc.com/product-detail/C152532.html","SOT-23","Tape & Reel (TR)","1 Independent","250mW","4.3V","3uA@1V","4V~4.6V","-65℃~+150℃","90Ω","",""
"C154772","BZX84C47LT1G","onsemi","1740","20","20","https://www.lcsc.com/product-detail/C154772.html","SOT-23","Tape & Reel (TR)","1 Independent","250mW","47V","50nA@32.9V","44V~50V","-65℃~+150℃","170Ω","",""
"C154784","BZX84C5V1LT3G","onsemi","100","5","5","https://www.lcsc.com/product-detail/C154784.html","SOT-23","Tape & Reel (TR)","1 Independent","250mW","5.1V","2uA@2V","4.8V~5.4V","-65℃~+150℃","60Ω","",""
"C154803","MMSZ5227BT1G","onsemi","1940","10","10","https://www.lcsc.com/product-detail/C154803.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","3.6V","15uA@1V","3.42V~3.78V","-55℃~+150℃","24Ω","1.7kΩ",""
"C155250","MMSZ5226B-7-F","DIODES","26970","10","10","https://www.lcsc.com/product-detail/C155250.html","SOD-123","Tape & Reel (TR)","1 Independent","370mW","3.3V","50uA@1V","3.14V~3.47V","-65℃~+150℃","28Ω","1.6kΩ",""
"C156265","MMSZ5232B-7-F","DIODES","430","10","10","https://www.lcsc.com/product-detail/C156265.html","SOD-123","Tape & Reel (TR)","1 Independent","370mW","5.6V","5uA@3V","5.32V~5.83V","-65℃~+150℃","11Ω","1.6kΩ",""
"C165614","BZX84C39LT1G","onsemi","189440","20","20","https://www.lcsc.com/product-detail/C165614.html","SOT-23","Tape & Reel (TR)","1 Independent","250mW","39V","50nA","37V~41V","-65℃~+150℃","130Ω","",""
"C177019","BZX84C3V3-7-F","DIODES","1050","10","10","https://www.lcsc.com/product-detail/C177019.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","3.3V","5uA","3.1V~3.5V","-65℃~+150℃","95Ω","600Ω","-"
"C177050","MMSZ5245B-7-F","DIODES","14200","10","10","https://www.lcsc.com/product-detail/C177050.html","SOD-123","Tape & Reel (TR)","1 Independent","370mW","15V","100nA@11V","14.25V~15.75V","-65℃~+150℃","16Ω","",""
"C177051","MMSZ5248B-7-F","DIODES","26140","20","20","https://www.lcsc.com/product-detail/C177051.html","SOD-123","Tape & Reel (TR)","1 Independent","370mW","18V","100nA@14V","17.1V~18.9V","-65℃~+150℃","21Ω","600Ω",""
"C179516","BZX84C47","Suzhou Good-Ark Elec","60","20","20","https://www.lcsc.com/product-detail/C179516.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","-","100nA@35V","44V~50V","-","100Ω","750Ω","-"
"C179517","BZX84C4V3","Suzhou Good-Ark Elec","100","20","20","https://www.lcsc.com/product-detail/C179517.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","4.3V","3uA@1V","4V~4.6V","-","90Ω","600Ω","-"
"C179521","BZX84C5V6","Suzhou Good-Ark Elec","40","20","20","https://www.lcsc.com/product-detail/C179521.html","SOT-23","Tape & Reel (TR)","1 Independent","350mW","5.6V","1uA@2V","5.2V~6V","-65℃~+150℃","40Ω","400Ω","-"
"C179586","MMSZ5270BT1G","onsemi","1810","10","10","https://www.lcsc.com/product-detail/C179586.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","91V","100nA@69V","86.45V~95.55V","-55℃~+150℃","400Ω","2.3kΩ","-"
"C185550","SZBZX84C15LT1G","onsemi","690","10","10","https://www.lcsc.com/product-detail/C185550.html","SOT-23","Tape & Reel (TR)","1 Independent","250mW","15V","50nA@10.5V","13.8V~15.6V","-65℃~+150℃","30Ω","",""
"C188411","MMSZ5243BT1G","onsemi","6620","10","10","https://www.lcsc.com/product-detail/C188411.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","13V","500nA@9.9V","12.35V~13.65V","-55℃~+150℃","13Ω","600Ω",""
"C188532","MMSZ5228B_R1_00001","PANJIT","4640","20","20","https://www.lcsc.com/product-detail/C188532.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","3.9V","10uA@1V","3.71V~4.1V","-55℃~+150℃","23Ω","1.9kΩ","-"
"C188536","MMSZ5256A_R1_00001","PANJIT","1180","20","20","https://www.lcsc.com/product-detail/C188536.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","30V","100nA@23V","29.4V~30.6V","-50℃~+150℃","49Ω","600Ω","-"
"C191363","MMSZ5226BS","JSCJ","3580","20","20","https://www.lcsc.com/product-detail/C191363.html","SOD-323","Tape & Reel (TR)","1 Independent","200mW","3.3V","25uA@1V","3.14V~3.47V","-","28Ω","1.6kΩ","-"
"C191364","MMSZ5242BS","JSCJ","2980","20","20","https://www.lcsc.com/product-detail/C191364.html","SOD-323","Tape & Reel (TR)","1 Independent","200mW","12V","1uA@9.1V","11.4V~12.6V","-","30Ω","600Ω","-"
"C191365","MMSZ5245BS","JSCJ","460","20","20","https://www.lcsc.com/product-detail/C191365.html","SOD-323","Tape & Reel (TR)","1 Independent","200mW","15V","100nA@11V","14.25V~15.75V","-","16Ω","600Ω","-"
"C191366","MMSZ5231BS","JSCJ","2900","20","20","https://www.lcsc.com/product-detail/C191366.html","SOD-323","Tape & Reel (TR)","1 Independent","200mW","5.1V","5uA","4.85V~5.36V","-","17Ω","1.6kΩ","-"
"C191367","MMSZ5232BS","JSCJ","4020","20","20","https://www.lcsc.com/product-detail/C191367.html","SOD-323","Tape & Reel (TR)","1 Independent","200mW","5.6V","5uA@3V","5.32V~5.88V","-","11Ω","1.6kΩ","-"
"C191368","MMSZ5234BS","JSCJ","440","20","20","https://www.lcsc.com/product-detail/C191368.html","SOD-323","Tape & Reel (TR)","1 Independent","200mW","6.2V","5uA","5.89V~6.51V","-","7Ω","1kΩ","-"
"C191369","MMSZ5236BS","JSCJ","740","20","20","https://www.lcsc.com/product-detail/C191369.html","SOD-323","Tape & Reel (TR)","1 Independent","200mW","7.5V","3uA","7.13V~7.88V","-55℃~+150℃","6Ω","500Ω","-"
"C191371","MMSZ5251BS","JSCJ","2940","20","20","https://www.lcsc.com/product-detail/C191371.html","SOD-323","Tape & Reel (TR)","1 Independent","200mW","22V","100nA@17V","20.9V~23.1V","-","29Ω","600Ω","-"
"C191372","MMSZ5254BS","JSCJ","340","20","20","https://www.lcsc.com/product-detail/C191372.html","SOD-323","Tape & Reel (TR)","1 Independent","200mW","27V","100nA@21V","25.65V~28.35V","-","41Ω","600Ω","-"
"C193869","MMSZ5258BT1G","onsemi","15530","10","10","https://www.lcsc.com/product-detail/C193869.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","36V","100nA@27V","34.2V~37.8V","-55℃~+150℃","70Ω","700Ω","±5%"
"C194181","MMSZ5234BT1G","onsemi","3510","10","10","https://www.lcsc.com/product-detail/C194181.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","6.2V","5uA@4V","5.89V~6.51V","-55℃~+150℃","7Ω","1kΩ","±5%"
"C212599","MMSZ5250B-7-F","DIODES","8470","10","10","https://www.lcsc.com/product-detail/C212599.html","SOD-123","Tape & Reel (TR)","1 Independent","370mW","20V","100nA","19V~21V","-65℃~+150℃","25Ω","600Ω",""
"C212829","BZX84C8V2","DIOTEC","20","20","20","https://www.lcsc.com/product-detail/C212829.html","SOT-23(TO-236)","","1 Independent","300mW","-","700nA@5V","7.7V~8.7V","-50℃~+150℃","15Ω","-","-"
"C213357","BZX84C6V8","FMS(Formosa Microsemi)","120","20","20","https://www.lcsc.com/product-detail/C213357.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","6.8V","2uA","6.46V~7.14V","-55℃~+150℃","15Ω","80Ω","±5%"
"C213379","BZX84C47","FMS(Formosa Microsemi)","60","20","20","https://www.lcsc.com/product-detail/C213379.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","47V","100nA","44.65V~49.55V","-55℃~+150℃","170Ω","375Ω","±5%"
"C213380","BZX84C51","FMS(Formosa Microsemi)","1300","20","20","https://www.lcsc.com/product-detail/C213380.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","51V","100nA","48.45V~53.55V","-55℃~+150℃","180Ω","400Ω","-"
"C231290","SZMMSZ5231BT1G","onsemi","9035","5","5","https://www.lcsc.com/product-detail/C231290.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","5.1V","5uA@2V","4.85V~5.36V","-55℃~+150℃","17Ω","1.6kΩ",""
"C231291","SZMMSZ5226BT1G","onsemi","1605","5","5","https://www.lcsc.com/product-detail/C231291.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","3.3V","25uA","3.14V~3.47V","-55℃~+150℃","28Ω","1.6kΩ","±5%"
"C235742","BZX84C9V1","JSCJ","200","20","20","https://www.lcsc.com/product-detail/C235742.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","9.1V","500nA@6V","8.5V~9.6V","-","15Ω","100Ω","-"
"C235743","BZX84C7V5","JSCJ","2620","20","20","https://www.lcsc.com/product-detail/C235743.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","7.5V","1uA","7V~7.9V","-","15Ω","80Ω","-"
"C235745","BZX84C4V7","JSCJ","2740","20","20","https://www.lcsc.com/product-detail/C235745.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","4.7V","3uA@2V","4.4V~5V","-","80Ω","500Ω","-"
"C235746","BZX84C3V9","JSCJ","2960","20","20","https://www.lcsc.com/product-detail/C235746.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","3.9V","3uA@1V","3.7V~4.1V","-","90Ω","600Ω","-"
"C235747","BZX84C33","JSCJ","620","20","20","https://www.lcsc.com/product-detail/C235747.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","33V","100nA","31V~35V","-","80Ω","325Ω","-"
"C235748","BZX84C2V4","JSCJ","2220","20","20","https://www.lcsc.com/product-detail/C235748.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","2.4V","50uA@1V","2.2V~2.6V","-","100Ω","600Ω","-"
"C235750","BZX84C13","JSCJ","2640","20","20","https://www.lcsc.com/product-detail/C235750.html","SOT-23","Tape & Reel (TR)","1 Independent","300mW","13V","100nA","12.4V~14.1V","-","30Ω","170Ω","-"
"C235767","BZX84C11LT1G","onsemi","6060","20","20","https://www.lcsc.com/product-detail/C235767.html","SOT-23","Tape & Reel (TR)","1 Independent","250mW","11V","100nA@8V","10.4V~11.6V","-65℃~+150℃","20Ω","-","-"
"C235768","BZX84C13LT1G","onsemi","5980","20","20","https://www.lcsc.com/product-detail/C235768.html","SOT-23","Tape & Reel (TR)","1 Independent","250mW","13V","100nA@8V","12.4V~14.1V","-65℃~+150℃","30Ω","-","-"
"C235771","MMSZ5226BT1G","onsemi","41820","20","20","https://www.lcsc.com/product-detail/C235771.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","3.3V","25uA@1V","3.14V~3.47V","-55℃~+150℃","28Ω","1.6kΩ","±5%"
"C235772","MMSZ5254BT1G","onsemi","5560","10","10","https://www.lcsc.com/product-detail/C235772.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","27V","100nA@21V","25.65V~28.85V","-55℃~+150℃","41Ω","600Ω","±5%"
"C235773","MMSZ5256BT1G","onsemi","9260","20","20","https://www.lcsc.com/product-detail/C235773.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","30V","100nA@23V","28.5V~31.5V","-55℃~+150℃","49Ω","600Ω","±5%"
"C235982","BZX84C36LT1G","onsemi","1860","20","20","https://www.lcsc.com/product-detail/C235982.html","SOT-23","Tape & Reel (TR)","1 Independent","250mW","36V","50nA@25V","34V~38V","-65℃~+150℃","90Ω","-","-"
"C235986","MMSZ5252BT1G","onsemi","13830","10","10","https://www.lcsc.com/product-detail/C235986.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","24V","100nA","22.8V~25.2V","-55℃~+150℃","33Ω","600Ω","±5%"
"C235987","MMSZ5259BT1G","onsemi","4500","10","10","https://www.lcsc.com/product-detail/C235987.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","39V","100nA@30V","37.05V~40.95V","-55℃~+150℃","80Ω","800Ω","±5%"
"C236089","MMSZ5247BT1G","onsemi","2740","10","10","https://www.lcsc.com/product-detail/C236089.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","17V","100nA@13V","16.15V~17.35V","-55℃~+150℃","19Ω","600Ω","-"
"C236103","MMSZ5237BT1G","onsemi","63350","10","10","https://www.lcsc.com/product-detail/C236103.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","8.2V","3uA@6.5V","7.79V~8.61V","-55℃~+150℃","8Ω","500Ω","-"
"C236104","MMSZ5260BT1G","onsemi","1060","10","10","https://www.lcsc.com/product-detail/C236104.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","43V","100nA@33V","40.85V~45.15V","-55℃~+150℃","93Ω","900Ω","-"
"C236174","BZX84C2V7LT1G","onsemi","14140","20","20","https://www.lcsc.com/product-detail/C236174.html","SOT-23","Tape & Reel (TR)","1 Independent","250mW","2.7V","20uA@1V","2.5V~2.9V","-65℃~+150℃","100Ω","-","-"
"C236175","BZX84C3V0LT1G","onsemi","4730","10","10","https://www.lcsc.com/product-detail/C236175.html","SOT-23","Tape & Reel (TR)","1 Independent","250mW","3V","10uA@1V","2.8V~3.2V","-65℃~+150℃","95Ω","-","-"
"C236189","MMSZ5225BT1G","onsemi","2120","20","20","https://www.lcsc.com/product-detail/C236189.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","3V","50uA@1V","2.85V~3.15V","-55℃~+150℃","29Ω","1.6kΩ",""
"C236190","MMSZ5228BT1G","onsemi","4200","10","10","https://www.lcsc.com/product-detail/C236190.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","3.9V","100nA@1V","3.71V~4.1V","-55℃~+150℃","23Ω","1.9kΩ","±5%"
"C236191","MMSZ5230BT1G","onsemi","8820","10","10","https://www.lcsc.com/product-detail/C236191.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","4.7V","5uA","4.47V~4.94V","-55℃~+150℃","19Ω","1.9kΩ","-"
"C236192","MMSZ5257BT1G","onsemi","290","10","10","https://www.lcsc.com/product-detail/C236192.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","33V","100nA@25V","31.35V~34.65V","-55℃~+150℃","58Ω","700Ω","-"
"C236193","MMSZ5261BT1G","onsemi","3310","10","10","https://www.lcsc.com/product-detail/C236193.html","SOD-123","Tape & Reel (TR)","1 Independent","500mW","47V","100nA@36V","44.65V~49.35V","-55℃~+150℃","105Ω","1kΩ","±5%"
